0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
-0.115291656,0.040501463,-0.04498752,0.093319048,-0.28595653,-0.101541276,-0.088656823,-0.134791812,-0.083142504,0.036812644,0.001559356,-0.06803619,-0.108399401,0.049659222,0.118958433,-0.108923833,-0.139770482,-0.02502719,-0.240476491,-0.147645664,0.134251626,-0.103149552,-0.251938041,-0.067610506,-0.050432234,0.173897665,-0.004669193,0.039742963,0.206263139,-0.132428278,-0.121136738,0.021854497,0.097828769,0.004369754,0.044068895,0.159047469,-0.009267646,-0.189171198,0.043550067,-0.09068304,0.105213511,0.124816068,0.244199032,0.028531623,-0.17934228,-0.115951524,-0.019464462,-0.13296795,0.104612346,-0.133549511,0.261381193,-0.117856918,-0.100557281,-0.076788823,-0.025717549,-0.187031839,0.309338646,0.103683543,-0.028369568,-0.108602021,0.020902892,0.012451486,-0.191116749,-0.193381507,0.045450362,0.116029819,0.00257594,0.071707701,-0.090495252,0.040291791,-0.180045043,0.033093558,0.205974889,0.056909803,-0.006198926,-0.11362954,0.225420484,0.041209364,0.234736389,0.099873435,0.22808289,-0.003442959,0.0504879,0.06172577,-0.018131803,0.201678938,0.098816182,-0.213049044,0.15739508,0.068212113,-0.125741685,-0.223320997,-0.261342144,-0.084087931,0.140934789,0.042371644,0.101520071,-0.133984988,-0.013249515,0.113621862
-0.078037275,0.141892978,-0.208454758,0.148117545,-0.123854904,0.021713998,-0.169598244,-0.097091613,0.111965558,-0.048363832,-0.117070169,0.007120702,-0.079295625,0.064824813,0.059650803,-0.04913542,-0.067977905,0.033176291,0.079427565,0.006230454,-0.120546688,0.021845163,-0.172193735,-0.071947209,-0.100051914,0.043846344,0.064140075,0.121182912,0.021344421,-0.059113177,-0.180359425,-0.113853358,-0.012619853,-0.11920921,0.083901162,0.099604352,0.04004279,0.111818694,0.156196404,0.087477489,0.001806052,-0.038362804,-0.058874543,-0.043133389,-0.037893016,-0.055522771,0.010171069,-0.026848471,0.132357053,-0.023665487,-0.070879761,-0.077040274,-0.142044704,0.143682533,0.216576593,-0.08566205,0.327913066,0.102258475,0.300979163,-0.02521597,0.069926789,-0.044828607,0.168251623,0.063621525,-0.034526927,-0.085494702,0.054638563,0.229699964,-0.024108889,0.031999726,-0.018125039,-0.038005611,0.18158466,0.124552423,-0.169425438,-0.02543737,0.005342871,-0.040701471,0.024117657,-0.122188578,0.0256123,-0.000620604,-0.136550541,0.003257006,0.041197639,0.075698692,0.011914936,0.16989762,0.015081134,-0.018553603,-0.012616564,0.0013727,-0.137504594,-0.005154776,0.142853976,-0.002315591,0.025435735,-0.010737795,0.028387337,-0.020641868
0.01461201,-0.046916483,-0.124663374,0.017716486,-0.197830588,0.093535136,-0.038438111,-0.224039225,0.076145097,-0.125697679,-0.216514981,0.088918266,-0.099438784,0.071347884,0.042387981,-0.285819025,-0.29231609,0.09554762,-0.074076364,-0.038931396,-0.050978321,0.051175561,-0.088610835,-0.080028152,0.006595804,0.012497642,-0.049001433,-0.09718227,0.009010992,-0.162050354,-0.339905829,-0.220825896,-0.03592783,-0.127042981,-0.008739749,-0.002083326,-0.055686683,-0.003779816,-0.017727524,-0.121737531,0.063536632,0.029764504,-0.083304266,-0.038363422,-0.103714115,-0.035893012,0.106245216,-0.02518442,-0.000234835,-0.229749992,-0.177696844,-0.124778918,-0.095065402,-0.052131139,0.290200841,0.009011568,0.412696074,0.190241128,0.229101891,-0.077641989,-0.13834989,-0.021809143,0.22291206,-0.062643296,-0.220563985,-0.084670995,-0.148693719,0.097518701,0.038618655,0.036327191,-0.142962618,0.031784721,0.170576698,0.130817578,-0.134961595,-0.032610966,0.204109771,0.308306813,-0.070726686,-0.019728409,-0.022079944,0.117682979,0.155851898,-0.252805659,-0.208283638,0.056392228,-0.05256162,0.140874741,-0.134774668,-0.134783297,-0.080060246,-0.192516544,-0.211692011,-0.141263857,-0.04957924,0.053479731,0.053589006,0.079304697,-0.129018976,0.092289914
0.083863057,-0.00117843,-0.135813145,0.031369407,-0.072904518,-0.118318809,-0.013142778,-0.164025239,0.111491856,-0.111387932,-0.119266041,0.033830998,-0.013411761,-0.03316486,0.04867599,0.073682399,-0.02320136,-0.004516149,-0.036266438,-0.026997793,0.076626252,-0.073366434,-0.176027186,-0.157443463,-0.017543995,0.021987427,0.027449873,0.052190981,0.054315138,0.004876422,-0.110971433,-0.032697216,0.05189979,-0.118118307,-0.006160965,0.150873525,-0.019581384,-0.015916485,0.162967833,-0.06950181,-0.008980995,0.128749,0.172593051,-0.074228741,-0.042944669,0.032174202,0.049507817,-0.027046821,0.108394029,-0.118164803,0.051913839,-0.05564268,0.010928202,0.072418179,0.123398015,0.014899213,0.460824424,0.089619844,0.194945909,-0.130111906,0.042336129,-0.143038253,0.146357472,-0.100492787,-0.001504445,-0.089253243,0.0065281,0.064818095,-0.015174074,0.105225681,-0.040889311,0.096848052,0.170153065,0.012760295,-0.018146581,-0.180265165,0.040170219,-0.068959936,-0.003482527,0.055069375,0.007013881,0.087530206,0.124410616,-0.045851737,-0.13572146,0.030941653,-0.001346203,-0.051304817,-0.046695037,-0.036042195,-0.091939065,0.028025002,-0.041598645,-0.12167261,0.033592485,0.01569298,0.18956562,0.033503987,0.119437474,-0.018070891
-0.02735,-0.094450064,-0.163938415,0.062274296,-0.257411354,-0.062530033,-0.12801746,-0.229919095,0.226789232,-0.05184402,-0.125064087,-0.072345447,0.134481848,0.03887153,0.050095543,0.128121435,-0.141052734,-0.007401308,0.026637376,-0.001931986,0.182065849,-0.146620193,-0.297982398,-0.106648796,0.096575497,-0.016090245,0.116348551,0.0517694,0.063660849,-0.02399815,-0.10338091,0.017705988,0.178282043,-0.021008962,0.152799587,-0.058313129,0.011177169,0.071142409,0.059748951,-0.037457297,0.092916696,0.047576288,0.025942458,0.046481849,0.035145494,0.126497471,-0.026182392,0.022218439,0.04958724,-0.195022209,0.041612477,0.010152095,0.02760381,0.211508401,0.07467694,-0.064706981,0.265264139,0.137673641,0.01298726,-0.135011503,0.111566994,-0.097788784,0.147627778,-0.176289978,0.026860353,-0.074085648,0.069435142,0.098339762,-0.06630485,-0.021783663,-0.075085852,-0.089285626,0.34554541,0.239149758,-0.03393439,-0.145898333,0.020281313,-0.014605128,-0.021085474,-0.098767488,0.183418534,0.029488793,0.088379112,0.073366342,-0.022635844,0.154604755,0.065801412,-0.069743897,-0.019378758,-0.032371629,-0.247337634,0.060886944,-0.183034702,-0.122116788,-0.063503781,-0.05088782,-0.10605646,-0.002929925,0.151707874,-0.030186087
0.214160013,-0.166856886,-0.253282582,0.036672615,-0.368073709,0.18156216,0.022287662,-0.161488751,-0.115306723,-0.040412559,0.063720272,-0.098500544,-0.031571212,0.045635259,0.200325238,0.197857971,-0.119384567,0.015220157,-0.106712291,0.107203704,0.231824416,-0.079969347,-0.249301298,-0.189104217,-0.135968841,-0.085409139,0.026818867,-0.219176089,-0.000470957,-0.407498259,0.133353783,-0.006886847,0.012697466,0.003113617,0.091137372,-0.118135429,0.0341439,0.032228134,-0.042287663,-0.017909969,-0.06964678,-0.102230454,-0.207456276,-0.145023017,-0.078972437,-0.145039685,0.0777451,-0.123661635,-0.009067742,-0.119996175,0.156837699,-0.032337276,-0.114984339,0.031428062,0.175581603,-0.016787022,0.403242782,0.156295492,0.099712224,-0.134022519,-0.130283712,-0.071308277,0.003280918,-0.167366768,-0.011906704,0.020917882,0.098680328,0.068900251,-0.134440372,0.131852203,0.0906312,-0.009654792,0.277755288,0.214483921,-0.095909256,-0.117936389,0.062487405,-0.133765891,0.086175865,-0.148509417,0.015034398,-0.00850435,0.121682211,-0.177709411,-0.05417673,-0.040865319,-0.011215041,0.103230383,0.187813957,-0.03087305,-0.016699307,-0.012378702,-0.205421937,-0.201666412,-0.139165632,0.065253588,0.096699235,-0.055566121,0.118303739,0.040337157
-0.06240917,0.037736441,-0.024984558,-0.187558757,-0.226320614,-0.018265254,-0.018962789,-0.004019536,0.069582104,-0.034918371,-0.092822464,-0.169503457,0.057180167,0.235208354,0.058105811,0.050078369,-0.111515308,-0.122900401,0.106371267,-0.217817071,0.167107931,0.034512565,-0.275650577,-0.143397982,0.032451546,-0.214376019,0.070687138,0.097854728,-0.047687562,-0.089249291,-0.118216505,0.19116075,0.086822835,0.033549646,0.139347086,0.138629172,-0.037434567,-0.018674198,-0.009072678,0.037597054,0.212372698,-0.127250533,-0.007051116,-0.010650538,0.027600196,0.088391434,0.21402897,-0.031296692,0.027673198,-0.010329492,0.058328161,0.125554508,-0.16812355,0.005337333,-0.076409149,-0.008048445,0.200717231,0.084247991,0.020976135,-0.04887289,0.201278216,-0.141497068,0.275776635,0.084151083,-0.029533018,0.030387678,0.070062759,0.006267475,0.073648923,0.056505804,-0.059031559,-0.1911691,0.177854177,0.047058498,-0.071131108,-0.344094037,0.068123873,0.090305504,-0.037692651,0.027360686,-0.088130295,0.082476587,-0.097278709,-0.040228766,0.255858344,-0.052400024,0.028810094,-0.076066863,0.044613407,-0.039493687,-0.163038631,0.041929126,-0.114501199,-0.060852749,-0.123098222,-0.257536426,-0.062998728,-0.02889865,0.161894268,-0.005277858
-0.121758525,0.104127048,-0.121151871,0.144803963,-0.267151317,0.000123383,0.035400587,-0.186460027,0.020910535,0.031078655,-0.150252633,-0.136496313,0.003221995,0.118998187,0.151208549,0.099472966,-0.1893687,-0.052833922,0.073773673,0.01722934,0.101272874,-0.207066664,-0.163157496,-0.200839507,-0.01174351,-0.091037218,0.044479863,0.023414947,-0.063971814,-0.015592997,-0.235245117,0.148585993,0.076778334,0.021819087,0.03269608,0.014214783,-0.074891469,0.135941166,0.00338639,-0.055748149,0.046508047,0.024723406,0.006098464,-0.11495237,-0.146002519,-0.11807693,0.02673456,0.002027039,0.008908656,-0.14762763,0.006684088,0.015742832,0.008955828,0.116581006,0.097598999,-0.074625068,0.410348753,0.176618635,0.187444344,-0.030458257,0.015642634,-0.085923503,0.044519691,-0.04802611,0.088139073,-0.109764086,-0.049921034,0.131500508,-0.057641549,0.112522053,-0.02490922,0.08107865,0.343063742,-0.083800649,0.137866057,-0.147135061,0.029427833,-0.062642654,0.056802179,-0.03723014,-0.20420412,0.016202658,0.066186706,0.043117356,0.125115289,-0.02948188,0.037889019,0.0165154,0.064600377,-0.073522541,-0.189024879,-0.007338047,-0.21945537,-0.136788546,-0.033426963,-0.148640601,-0.029740647,0.11128186,-0.001162315,-0.002589278
0.049346525,-0.041304478,-0.025606569,-0.001282746,-0.237165078,0.024148737,-0.05578756,-0.149607996,0.012721485,-0.131380862,0.054529892,-0.153049223,0.000184564,-0.063362577,-0.041650887,0.066745952,-0.147178994,0.01598201,-0.010313632,-0.182239375,-0.003516675,-0.065243565,-0.342286235,-0.200144292,0.006771886,0.041290888,-0.010773378,0.062072659,-0.064764391,-0.192286619,0.029290091,0.023902361,0.136506118,-0.019203364,0.019922519,-0.148238544,0.230383092,0.23835003,0.131509862,-0.122653139,-0.148743619,-0.108607123,-0.00767408,-0.160071648,-0.104212042,-0.195719764,0.092333012,-0.094985019,0.016651424,-0.119121687,0.326962081,-0.103535892,-0.029009131,-0.056989393,0.054361185,-0.129671754,0.372929658,0.119155946,0.059212644,-0.146974719,-0.096240125,-0.047468407,0.04869917,-0.144032037,-0.195200131,0.041875075,0.126023944,0.171531469,-0.153733108,-0.009738394,0.026204133,0.172282595,0.188394273,-0.063216691,-0.06983059,-0.26811347,0.157675766,-0.002001338,0.232010554,0.03759836,0.062317761,0.038277631,0.056640618,0.068562971,0.045054019,0.053990571,0.121515069,0.032685975,-0.197928881,0.264955464,-0.067428515,0.00430407,-0.184412592,-0.215799346,-0.046018941,-0.054114873,-0.048402478,-0.048588993,0.163684024,-0.039681814
0.022682363,0.100441752,-0.113158417,-0.03230082,-0.269570391,0.047699485,-0.020179266,-0.130512351,-0.028768203,-0.045120345,-0.087075741,0.034053032,0.043586954,-0.00999855,0.116380873,0.076283088,-0.240357742,0.006194087,-0.099783274,-0.136251476,-0.032148926,-0.215442162,-0.197665548,-0.110159314,-0.057536181,0.003157892,0.143537626,0.069479178,-0.070069696,-0.113756334,-0.213223519,0.11828938,0.122187879,0.064041418,0.115365256,0.048710035,-0.058084582,0.107823129,-0.011471035,-0.033844109,-0.010514379,-0.041319586,0.006814769,-0.038254684,-0.100303991,-0.038713147,0.07392559,0.051799118,0.309652569,-0.162889893,0.150305853,-0.038821685,0.029433655,0.110899162,0.159541342,-0.035610318,0.341477298,0.1008321,0.015412562,-0.075067486,-0.08418683,-0.120229769,0.031124076,-0.029480435,-0.016573097,-0.070125049,-0.021648139,0.216278016,-0.082765225,0.178621954,0.029376187,0.141877805,0.28490885,0.007603485,-0.041519793,-0.20602969,0.116219844,-0.077503075,0.140131384,-0.125868049,-0.189459325,-0.034437176,0.017729278,0.037087556,-0.001668403,0.146572215,0.193182932,0.078962877,-0.139893252,0.054246607,-0.149711964,-0.004951935,-0.093631278,-0.129459152,-0.006565727,-0.078917982,0.006050839,0.039913406,0.069235926,-0.161083713
-0.054916256,0.105574242,-0.207655167,-0.012374884,-0.261568683,-0.045909003,-0.079218302,-0.176502355,0.006278633,-0.027912747,-0.069443682,-0.097510302,0.012458764,-0.042936024,0.157419142,0.116324427,-0.180744235,-0.011687322,-0.002170226,-0.212070017,0.032493618,-0.175344866,-0.40738947,-0.331951393,-0.018632746,-0.048438921,0.027863521,-0.030604494,-0.102495724,-0.205239298,-0.104083029,0.049857612,0.080429302,-0.041549206,0.165559291,0.084297539,0.093181557,0.002320324,0.009651434,0.040913707,0.069973791,0.085305059,0.023324022,-0.00566505,-0.030972275,-0.087595836,-0.082936146,-0.002874845,0.112109273,-0.263337634,-0.031813378,-0.106008746,-0.118428034,0.117190317,0.166029296,-0.119855517,0.447529222,0.141536825,0.232411934,-0.080544319,0.036620993,-0.189776753,0.128209547,-0.109505067,0.003550029,-0.07847502,-0.066037302,0.154950165,-0.132734705,0.215082894,0.035611811,0.092742843,0.36547785,-0.020021789,-0.056717101,-0.240463248,0.078046351,0.03280971,0.125183714,-0.032489883,-0.151144315,-0.01096358,0.119367793,0.023237957,-0.151991837,0.143732214,0.06534155,-0.0389287,0.004079679,-0.021320499,-0.186508618,-0.056565675,-0.25283833,-0.223316368,-0.061618231,0.055508521,-0.133672469,0.030591139,0.243121367,0.014207364
-0.139246313,0.010599679,-0.148762615,0.063588864,-0.093536173,0.088075912,-0.030194225,0.027433416,0.057345532,-0.000487644,0.035711195,-0.073201146,-0.000166045,-0.096366166,-0.041247612,0.10248271,-0.003322896,-0.019905708,-0.018751101,-0.022685545,-0.125539982,-0.101339238,-0.05741802,0.000182889,0.15553145,-0.01359158,0.013425254,-0.007561689,-0.000812641,-0.081306726,0.014488812,0.01120099,0.060325663,0.031929752,0.040669604,-0.012779214,0.024581134,0.051417943,0.042877958,0.125821201,0.041354161,0.141027519,-0.082625508,-0.072153319,-0.037895418,-0.012131723,-0.00876208,0.171216072,0.034229632,-0.003832094,0.133764387,-0.123307925,0.153665305,0.08427118,0.037747334,0.033595249,0.058937238,0.00535584,0.057044022,0.045399817,-0.089687962,0.085820428,-0.072798795,-0.012755427,0.101477776,-0.05479318,-0.026454854,0.121200087,0.135887785,-0.045824869,-0.00081134,-0.060617897,0.041958124,-0.045928368,0.197674115,-0.221486095,0.029856509,0.00915047,-0.078586322,-0.028546862,-0.058039623,-0.079580127,0.083230602,0.071014548,-0.015812856,-0.161912442,-0.014128121,-0.015279012,0.054160799,-0.169325479,-0.087678193,0.007852109,-0.085505988,0.060587917,0.036721053,0.009757677,-0.057982251,-0.0297677,0.011530809,-0.030679508
